locus	n.pairs	n.both.miss	n.b1.miss	n.b2.miss	n.both.genod	n.matched	n.mismatch.hom2hom	n.mismatch.het2hom	n.mismatch.hom2het
12044	50	50	0	0	0	0	0	0	0
1205	50	0	0	1	49	49	0	0	0
12051	50	2	1	5	42	40	0	0	2
12054	50	2	0	0	48	48	0	0	0
12057	50	5	1	3	41	41	0	0	0
12059	50	4	44	0	2	0	0	2	0
12060	50	1	0	49	0	0	0	0	0
12066	50	2	0	7	41	41	0	0	0
12067	50	50	0	0	0	0	0	0	0
12069	50	1	0	4	45	45	0	0	0
12084	50	1	48	0	1	0	0	1	0
12088	50	8	0	6	36	36	0	0	0
12092	50	1	0	48	1	1	0	0	0
12100	50	0	0	1	49	47	0	0	2
12101	50	4	0	4	42	42	0	0	0
12107	50	3	47	0	0	0	0	0	0
12108	50	4	0	2	44	44	0	0	0
12109	50	3	0	2	45	44	0	0	1
12110	50	0	0	3	47	47	0	0	0
12115	50	6	0	3	41	41	0	0	0
12116	50	2	0	3	45	45	0	0	0
12118	50	6	0	44	0	0	0	0	0
12129	50	3	0	3	44	43	0	0	1
1213	50	3	26	0	21	7	0	14	0
12131	50	6	0	7	37	34	0	0	3
12133	50	0	0	1	49	49	0	0	0
12136	50	0	0	2	48	46	0	0	2
12137	50	4	0	8	38	37	0	0	1
12140	50	5	0	2	43	42	0	0	1
12141	50	0	0	0	50	0	9	41	0
12143	50	3	47	0	0	0	0	0	0
12145	50	2	0	2	46	46	0	0	0
12147	50	2	0	0	48	48	0	0	0
12149	50	4	0	2	44	44	0	0	0
1215	50	0	0	3	47	47	0	0	0
12161	50	5	24	0	21	0	3	18	0
12162	50	46	0	4	0	0	0	0	0
12163	50	2	1	1	46	46	0	0	0
12167	50	6	0	3	41	41	0	0	0
12169	50	50	0	0	0	0	0	0	0
12170	50	49	0	1	0	0	0	0	0
12171	50	50	0	0	0	0	0	0	0
12172	50	50	0	0	0	0	0	0	0
12176	50	4	0	3	43	43	0	0	0
12177	50	0	0	0	50	49	0	0	1
1218	50	49	0	1	0	0	0	0	0
12180	50	1	0	0	49	49	0	0	0
12186	50	5	3	3	39	23	0	16	0
12187	50	1	0	0	49	48	0	0	1
12188	50	16	0	8	26	26	0	0	0
1219	50	2	0	2	46	46	0	0	0
12195	50	7	1	2	40	40	0	0	0
12197	50	0	2	1	47	47	0	0	0
12198	50	3	0	5	42	42	0	0	0
12199	50	6	0	1	43	43	0	0	0
1220	50	8	0	1	41	41	0	0	0
12205	50	3	0	7	40	40	0	0	0
12207	50	0	0	0	50	50	0	0	0
12214	50	7	0	0	43	42	0	0	1
12217	50	4	0	2	44	23	5	15	1
1222	50	50	0	0	0	0	0	0	0
12224	50	2	0	48	0	0	0	0	0
12233	50	50	0	0	0	0	0	0	0
12237	50	2	0	2	46	46	0	0	0
1224	50	2	0	1	47	47	0	0	0
12240	50	50	0	0	0	0	0	0	0
12242	50	50	0	0	0	0	0	0	0
12243	50	0	0	50	0	0	0	0	0
12244	50	50	0	0	0	0	0	0	0
12247	50	1	0	0	49	49	0	0	0
12250	50	2	0	4	44	44	0	0	0
12252	50	0	1	2	47	47	0	0	0
12259	50	0	50	0	0	0	0	0	0
12260	50	0	0	1	49	48	0	0	1
12262	50	1	0	1	48	47	0	0	1
12265	50	2	0	48	0	0	0	0	0
12266	50	8	0	1	41	40	0	0	1
12270	50	6	0	1	43	43	0	0	0
12272	50	1	0	0	49	49	0	0	0
12276	50	50	0	0	0	0	0	0	0
1228	50	1	0	1	48	48	0	0	0
12280	50	3	0	9	38	36	0	0	2
12284	50	6	0	2	42	42	0	0	0
12286	50	0	0	3	47	44	0	3	0
123	50	0	0	4	46	45	0	0	1
1230	50	1	1	1	47	47	0	0	0
12304	50	5	0	1	44	44	0	0	0
12314	50	6	0	3	41	41	0	0	0
12318	50	1	1	0	48	48	0	0	0
12322	50	4	40	0	6	1	1	4	0
12323	50	1	0	2	47	46	0	0	1
12328	50	0	0	1	49	49	0	0	0
12330	50	2	0	1	47	47	0	0	0
12334	50	5	0	3	42	42	0	0	0
12339	50	5	0	0	45	43	0	0	2
12340	50	0	0	4	46	46	0	0	0
12342	50	5	0	2	43	43	0	0	0
12347	50	1	0	4	45	43	0	0	2
1235	50	3	0	2	45	45	0	0	0
12350	50	2	0	48	0	0	0	0	0
12353	50	1	0	5	44	44	0	0	0
12359	50	3	0	3	44	12	13	19	0
12361	50	1	0	2	47	47	0	0	0
12363	50	50	0	0	0	0	0	0	0
12365	50	2	0	4	44	44	0	0	0
12366	50	50	0	0	0	0	0	0	0
12372	50	1	0	3	46	45	0	0	1
12373	50	0	0	0	50	50	0	0	0
12377	50	6	0	2	42	42	0	0	0
12379	50	50	0	0	0	0	0	0	0
12381	50	2	0	3	45	43	0	0	2
12386	50	50	0	0	0	0	0	0	0
12389	50	7	1	6	36	36	0	0	0
1239	50	6	0	1	43	43	0	0	0
12390	50	5	0	0	45	45	0	0	0
12391	50	4	0	4	42	37	0	0	5
12394	50	4	1	3	42	42	0	0	0
12395	50	9	1	5	35	20	3	12	0
12396	50	1	0	3	46	46	0	0	0
12399	50	7	0	8	35	35	0	0	0
124	50	2	0	2	46	45	0	0	1
12401	50	4	0	3	43	43	0	0	0
12402	50	2	0	0	48	48	0	0	0
12406	50	11	0	6	33	33	0	0	0
12407	50	7	0	7	36	27	0	0	9
12409	50	6	0	1	43	42	0	0	1
12410	50	0	0	0	50	46	0	3	1
12416	50	12	0	9	29	29	0	0	0
1242	50	1	0	1	48	47	0	0	1
12420	50	9	0	5	36	36	0	0	0
12421	50	50	0	0	0	0	0	0	0
12428	50	1	0	1	48	48	0	0	0
12429	50	2	0	1	47	46	0	0	1
1243	50	2	0	4	44	44	0	0	0
12434	50	5	0	1	44	43	0	0	1
12435	50	6	0	1	43	43	0	0	0
12436	50	50	0	0	0	0	0	0	0
12437	50	1	0	2	47	46	0	0	1
12443	50	6	0	3	41	37	0	0	4
12444	50	1	1	0	48	48	0	0	0
12449	50	1	48	0	1	0	0	1	0
1245	50	50	0	0	0	0	0	0	0
12450	50	5	0	3	42	42	0	0	0
12453	50	2	1	7	40	40	0	0	0
12456	50	50	0	0	0	0	0	0	0
1246	50	4	0	2	44	44	0	0	0
12467	50	2	0	3	45	43	0	0	2
12469	50	0	0	0	50	50	0	0	0
1247	50	50	0	0	0	0	0	0	0
12476	50	1	0	0	49	49	0	0	0
12479	50	50	0	0	0	0	0	0	0
1248	50	11	38	0	1	0	1	0	0
12485	50	4	0	2	44	44	0	0	0
12487	50	1	0	1	48	46	0	0	2
12490	50	2	0	3	45	45	0	0	0
12494	50	50	0	0	0	0	0	0	0
12496	50	3	47	0	0	0	0	0	0
12497	50	0	50	0	0	0	0	0	0
12500	50	6	0	5	39	38	0	0	1
12506	50	50	0	0	0	0	0	0	0
12507	50	0	0	0	50	49	0	0	1
12509	50	3	0	4	43	43	0	0	0
12513	50	1	0	2	47	47	0	0	0
12516	50	0	0	1	49	48	0	0	1
12518	50	7	0	3	40	40	0	0	0
12523	50	5	45	0	0	0	0	0	0
12530	50	2	1	0	47	40	0	7	0
12531	50	3	0	1	46	46	0	0	0
12532	50	0	0	1	49	49	0	0	0
12534	50	2	0	3	45	45	0	0	0
12543	50	0	0	50	0	0	0	0	0
12547	50	1	0	0	49	47	0	0	2
12549	50	1	0	5	44	42	0	0	2
12552	50	0	0	4	46	43	0	0	3
12553	50	0	1	0	49	49	0	0	0
12557	50	0	0	2	48	46	0	0	2
12563	50	2	3	3	42	25	0	17	0
12565	50	0	0	0	50	50	0	0	0
12569	50	3	0	4	43	42	0	0	1
12574	50	11	0	5	34	32	0	0	2
12576	50	1	0	1	48	48	0	0	0
12580	50	1	0	1	48	48	0	0	0
12583	50	1	0	1	48	48	0	0	0
12591	50	50	0	0	0	0	0	0	0
12592	50	1	37	0	12	1	0	11	0
12593	50	0	0	4	46	46	0	0	0
12594	50	50	0	0	0	0	0	0	0
12597	50	0	0	3	47	47	0	0	0
12598	50	0	0	2	48	48	0	0	0
12609	50	5	0	4	41	40	0	0	1
1261	50	2	0	4	44	40	0	3	1
12611	50	1	0	1	48	48	0	0	0
12614	50	50	0	0	0	0	0	0	0
12615	50	0	0	0	50	49	0	0	1
12617	50	4	0	3	43	41	0	0	2
12623	50	4	0	3	43	0	43	0	0
12627	50	5	0	7	38	38	0	0	0
12630	50	5	0	3	42	41	0	0	1
12631	50	1	0	2	47	47	0	0	0
12637	50	2	0	2	46	46	0	0	0
12640	50	4	1	1	44	44	0	0	0
12642	50	2	0	0	48	45	0	0	3
12651	50	6	0	4	40	40	0	0	0
12657	50	50	0	0	0	0	0	0	0
12659	50	5	2	2	41	41	0	0	0
12660	50	1	0	3	46	12	15	19	0
12669	50	0	0	1	49	48	0	0	1
1267	50	10	0	34	6	0	6	0	0
12670	50	9	0	2	39	39	0	0	0
12676	50	1	1	1	47	45	0	0	2
12678	50	8	0	2	40	40	0	0	0
12681	50	2	0	4	44	43	0	0	1
12682	50	11	0	3	36	36	0	0	0
12689	50	4	0	46	0	0	0	0	0
1269	50	1	0	2	47	47	0	0	0
12696	50	3	0	7	40	40	0	0	0
12706	50	0	0	50	0	0	0	0	0
1271	50	50	0	0	0	0	0	0	0
12712	50	0	0	1	49	49	0	0	0
12717	50	11	39	0	0	0	0	0	0
12721	50	2	0	1	47	47	0	0	0
12722	50	9	0	6	35	35	0	0	0
1273	50	7	0	3	40	40	0	0	0
12731	50	5	0	45	0	0	0	0	0
12735	50	1	0	2	47	47	0	0	0
12737	50	50	0	0	0	0	0	0	0
1274	50	1	0	49	0	0	0	0	0
12742	50	1	0	1	48	47	0	0	1
12749	50	1	0	1	48	48	0	0	0
12751	50	6	0	1	43	42	0	0	1
12752	50	2	0	4	44	44	0	0	0
12754	50	5	0	1	44	44	0	0	0
12757	50	1	0	49	0	0	0	0	0
12758	50	6	0	3	41	41	0	0	0
12760	50	2	0	0	48	0	36	12	0
12769	50	0	0	2	48	47	0	0	1
1277	50	2	0	2	46	45	0	0	1
12770	50	50	0	0	0	0	0	0	0
12774	50	6	1	5	38	38	0	0	0
12775	50	7	0	2	41	36	0	0	5
12776	50	9	0	5	36	36	0	0	0
12781	50	15	0	35	0	0	0	0	0
12782	50	1	0	1	48	48	0	0	0
12786	50	17	33	0	0	0	0	0	0
12790	50	5	0	1	44	39	0	0	5
12796	50	5	0	3	42	42	0	0	0
12799	50	50	0	0	0	0	0	0	0
12802	50	9	0	2	39	38	0	0	1
12803	50	4	0	5	41	41	0	0	0
12806	50	7	0	43	0	0	0	0	0
12807	50	6	0	4	40	38	0	0	2
12808	50	50	0	0	0	0	0	0	0
1281	50	5	0	3	42	42	0	0	0
12811	50	0	0	2	48	47	0	0	1
12813	50	3	1	2	44	44	0	0	0
12822	50	1	0	2	47	46	0	0	1
12824	50	0	0	2	48	47	0	0	1
12826	50	2	0	2	46	46	0	0	0
12829	50	3	0	1	46	43	0	0	3
1283	50	2	0	1	47	47	0	0	0
12831	50	14	35	0	1	0	1	0	0
12832	50	2	46	0	2	0	0	2	0
12835	50	1	1	0	48	48	0	0	0
12845	50	4	0	3	43	43	0	0	0
1285	50	4	0	0	46	43	0	0	3
12852	50	2	6	1	41	0	28	13	0
1286	50	5	0	2	43	43	0	0	0
12861	50	0	0	0	50	48	0	0	2
12863	50	6	0	44	0	0	0	0	0
12864	50	1	0	1	48	48	0	0	0
12872	50	0	0	1	49	48	0	0	1
12873	50	50	0	0	0	0	0	0	0
12885	50	3	1	0	46	46	0	0	0
12886	50	0	0	3	47	46	0	0	1
12890	50	4	0	0	46	44	0	0	2
12895	50	50	0	0	0	0	0	0	0
1290	50	9	0	7	34	31	0	0	3
12905	50	1	0	49	0	0	0	0	0
12906	50	2	48	0	0	0	0	0	0
12907	50	3	0	4	43	43	0	0	0
1291	50	1	0	0	49	49	0	0	0
12913	50	2	0	6	42	36	0	0	6
12916	50	0	1	2	47	0	45	2	0
12918	50	6	0	1	43	32	0	11	0
12926	50	7	0	2	41	41	0	0	0
12928	50	1	1	4	44	43	0	0	1
1293	50	0	0	1	49	49	0	0	0
12932	50	0	1	1	48	48	0	0	0
12935	50	4	0	3	43	42	0	0	1
1294	50	2	0	3	45	45	0	0	0
12942	50	2	0	5	43	43	0	0	0
12943	50	49	1	0	0	0	0	0	0
12944	50	1	0	2	47	45	0	0	2
12948	50	0	0	3	47	43	0	0	4
1295	50	2	0	2	46	46	0	0	0
12950	50	1	0	1	48	45	0	0	3
12952	50	3	5	2	40	19	0	21	0
12953	50	49	1	0	0	0	0	0	0
1296	50	1	0	2	47	47	0	0	0
12960	50	1	0	2	47	0	47	0	0
12961	50	7	43	0	0	0	0	0	0
12963	50	3	0	2	45	44	0	0	1
12968	50	50	0	0	0	0	0	0	0
12972	50	50	0	0	0	0	0	0	0
12980	50	0	0	3	47	47	0	0	0
12981	50	3	0	5	42	41	0	0	1
12992	50	7	0	0	43	42	0	0	1
13	50	2	0	3	45	45	0	0	0
130	50	4	0	0	46	45	0	0	1
1300	50	0	0	2	48	47	0	0	1
13006	50	1	49	0	0	0	0	0	0
13007	50	4	0	2	44	44	0	0	0
13008	50	23	0	27	0	0	0	0	0
1301	50	2	0	0	48	48	0	0	0
13012	50	9	0	4	37	35	0	0	2
13015	50	0	0	6	44	44	0	0	0
13016	50	6	3	3	38	0	28	10	0
13018	50	50	0	0	0	0	0	0	0
1302	50	1	0	1	48	0	43	5	0
13022	50	4	0	1	45	44	0	0	1
13026	50	0	0	1	49	46	0	0	3
13027	50	50	0	0	0	0	0	0	0
1304	50	0	0	0	50	50	0	0	0
13040	50	0	0	1	49	48	0	0	1
13045	50	50	0	0	0	0	0	0	0
13049	50	8	0	0	42	41	0	0	1
1305	50	50	0	0	0	0	0	0	0
13050	50	50	0	0	0	0	0	0	0
13053	50	50	0	0	0	0	0	0	0
13058	50	3	0	1	46	44	0	0	2
13060	50	9	0	5	36	36	0	0	0
13066	50	0	0	4	46	45	0	0	1
13067	50	11	33	0	6	0	0	6	0
13068	50	50	0	0	0	0	0	0	0
13069	50	6	0	1	43	43	0	0	0
13073	50	50	0	0	0	0	0	0	0
1308	50	1	0	5	44	43	0	0	1
13080	50	7	0	3	40	38	0	0	2
1309	50	3	0	2	45	45	0	0	0
13091	50	1	0	4	45	44	0	0	1
13092	50	2	48	0	0	0	0	0	0
13097	50	1	0	1	48	48	0	0	0
131	50	50	0	0	0	0	0	0	0
1311	50	50	0	0	0	0	0	0	0
13111	50	10	0	4	36	36	0	0	0
13113	50	2	0	1	47	47	0	0	0
13114	50	6	0	5	39	38	0	0	1
13115	50	4	0	3	43	43	0	0	0
13117	50	1	0	49	0	0	0	0	0
13128	50	0	0	0	50	50	0	0	0
13131	50	1	0	3	46	46	0	0	0
13133	50	0	0	1	49	0	49	0	0
13137	50	2	0	2	46	45	0	0	1
13139	50	50	0	0	0	0	0	0	0
1316	50	1	0	0	49	11	13	25	0
13162	50	0	0	0	50	1	46	2	1
13164	50	0	0	0	50	50	0	0	0
13167	50	50	0	0	0	0	0	0	0
13169	50	2	0	4	44	44	0	0	0
13188	50	3	0	47	0	0	0	0	0
13205	50	4	0	4	42	42	0	0	0
13206	50	50	0	0	0	0	0	0	0
13215	50	32	0	18	0	0	0	0	0
13219	50	2	0	1	47	47	0	0	0
1322	50	0	0	0	50	50	0	0	0
13223	50	2	0	4	44	44	0	0	0
13224	50	9	0	3	38	38	0	0	0
13225	50	1	0	2	47	43	0	0	4
13229	50	10	0	4	36	36	0	0	0
13230	50	2	0	2	46	46	0	0	0
13235	50	2	0	6	42	42	0	0	0
13236	50	0	0	0	50	50	0	0	0
13238	50	6	0	5	39	39	0	0	0
13239	50	0	0	3	47	46	0	0	1
13245	50	50	0	0	0	0	0	0	0
13253	50	1	0	4	45	44	0	0	1
13256	50	5	0	2	43	42	0	0	1
13266	50	1	0	2	47	47	0	0	0
13270	50	50	0	0	0	0	0	0	0
13272	50	1	0	0	49	49	0	0	0
13277	50	50	0	0	0	0	0	0	0
13278	50	50	0	0	0	0	0	0	0
13281	50	5	0	8	37	37	0	0	0
13289	50	4	0	3	43	41	0	0	2
1329	50	8	0	4	38	37	0	0	1
13294	50	50	0	0	0	0	0	0	0
13295	50	3	0	46	1	1	0	0	0
13296	50	1	0	2	47	45	0	0	2
13299	50	1	0	4	45	0	45	0	0
13301	50	1	0	4	45	45	0	0	0
13302	50	1	0	2	47	47	0	0	0
13305	50	1	0	2	47	47	0	0	0
13307	50	7	5	1	37	0	28	8	1
13310	50	9	41	0	0	0	0	0	0
13314	50	0	0	4	46	46	0	0	0
13317	50	3	0	5	42	0	41	1	0
1332	50	8	0	2	40	40	0	0	0
13322	50	2	0	1	47	42	0	0	5
13323	50	8	0	2	40	40	0	0	0
13327	50	4	0	3	43	43	0	0	0
13328	50	2	0	1	47	46	0	0	1
13334	50	49	0	1	0	0	0	0	0
13335	50	47	0	3	0	0	0	0	0
13336	50	9	0	7	34	32	0	0	2
13342	50	7	0	7	36	36	0	0	0
13343	50	3	0	2	45	44	0	0	1
13347	50	1	0	1	48	48	0	0	0
13348	50	2	0	0	48	47	0	0	1
13349	50	6	0	4	40	40	0	0	0
13351	50	9	0	3	38	38	0	0	0
13352	50	50	0	0	0	0	0	0	0
13355	50	1	0	1	48	44	0	0	4
13356	50	0	0	8	42	38	0	0	4
13361	50	50	0	0	0	0	0	0	0
13368	50	0	0	0	50	48	0	0	2
13370	50	16	0	6	28	28	0	0	0
13376	50	4	0	6	40	0	40	0	0
13379	50	20	30	0	0	0	0	0	0
13380	50	9	0	5	36	36	0	0	0
13385	50	1	0	4	45	45	0	0	0
13389	50	1	0	2	47	47	0	0	0
13397	50	1	0	2	47	45	0	1	1
13399	50	0	1	1	48	47	0	0	1
13406	50	50	0	0	0	0	0	0	0
13407	50	2	0	1	47	45	0	0	2
13410	50	5	0	3	42	42	0	0	0
13414	50	5	0	0	45	45	0	0	0
13420	50	6	0	2	42	42	0	0	0
13428	50	50	0	0	0	0	0	0	0
13429	50	0	0	0	50	50	0	0	0
1343	50	1	0	2	47	47	0	0	0
13431	50	3	0	0	47	47	0	0	0
13434	50	4	44	0	2	0	1	1	0
13436	50	9	0	2	39	38	0	0	1
13438	50	4	0	3	43	12	6	24	1
13439	50	0	0	0	50	48	0	0	2
1344	50	3	0	2	45	40	0	0	5
13440	50	49	1	0	0	0	0	0	0
13444	50	2	0	0	48	48	0	0	0
13445	50	9	0	3	38	36	0	0	2
13449	50	2	0	2	46	41	0	5	0
13450	50	1	0	2	47	46	0	0	1
13455	50	2	0	2	46	46	0	0	0
13457	50	2	0	3	45	45	0	0	0
1346	50	1	0	1	48	0	37	10	1
13463	50	10	0	10	30	29	0	0	1
13465	50	1	0	1	48	48	0	0	0
13467	50	3	47	0	0	0	0	0	0
13475	50	0	0	1	49	47	0	0	2
1348	50	2	0	2	46	45	0	0	1
13481	50	5	0	3	42	42	0	0	0
13493	50	3	0	3	44	43	0	1	0
13505	50	49	1	0	0	0	0	0	0
13510	50	6	43	0	1	0	0	1	0
13512	50	0	0	2	48	48	0	0	0
13518	50	50	0	0	0	0	0	0	0
13519	50	2	0	3	45	44	0	0	1
13520	50	1	0	1	48	48	0	0	0
13524	50	7	0	7	36	36	0	0	0
13526	50	1	0	0	49	49	0	0	0
1353	50	50	0	0	0	0	0	0	0
13531	50	6	4	3	37	32	0	5	0
13543	50	2	0	0	48	47	0	0	1
13545	50	50	0	0	0	0	0	0	0
13547	50	1	0	1	48	48	0	0	0
13549	50	4	0	5	41	41	0	0	0
1355	50	0	13	0	37	0	13	24	0
13556	50	0	0	1	49	48	0	0	1
13558	50	9	41	0	0	0	0	0	0
13564	50	0	0	2	48	46	0	0	2
13565	50	0	0	0	50	49	0	0	1
13566	50	4	1	3	42	42	0	0	0
1357	50	12	0	2	36	35	0	0	1
13570	50	3	0	1	46	45	0	0	1
13572	50	8	0	3	39	38	0	0	1
13573	50	5	0	4	41	41	0	0	0
13579	50	50	0	0	0	0	0	0	0
13585	50	49	0	1	0	0	0	0	0
13586	50	1	0	4	45	44	0	0	1
13589	50	3	0	5	42	42	0	0	0
13590	50	1	0	1	48	0	48	0	0
13591	50	50	0	0	0	0	0	0	0
13598	50	50	0	0	0	0	0	0	0
1360	50	0	0	2	48	46	0	0	2
13602	50	9	0	4	37	37	0	0	0
13604	50	0	0	47	3	0	0	0	3
13605	50	50	0	0	0	0	0	0	0
1361	50	1	0	1	48	48	0	0	0
13610	50	9	35	0	6	0	0	6	0
13619	50	15	35	0	0	0	0	0	0
13622	50	2	47	0	1	0	1	0	0
13625	50	2	0	1	47	47	0	0	0
13634	50	1	0	1	48	48	0	0	0
13645	50	0	1	1	48	48	0	0	0
13649	50	0	0	1	49	49	0	0	0
1365	50	50	0	0	0	0	0	0	0
13652	50	11	0	3	36	36	0	0	0
13657	50	1	0	3	46	46	0	0	0
13665	50	0	0	3	47	7	26	2	12
13669	50	6	0	1	43	43	0	0	0
13670	50	50	0	0	0	0	0	0	0
13673	50	50	0	0	0	0	0	0	0
13674	50	1	0	0	49	49	0	0	0
13678	50	1	0	6	43	43	0	0	0
13691	50	0	0	2	48	22	9	17	0
13692	50	1	0	2	47	47	0	0	0
13694	50	11	39	0	0	0	0	0	0
13696	50	3	0	3	44	43	0	0	1
13700	50	49	1	0	0	0	0	0	0
13701	50	50	0	0	0	0	0	0	0
13704	50	1	0	3	46	45	0	0	1
13705	50	1	0	1	48	48	0	0	0
13706	50	2	0	48	0	0	0	0	0
13709	50	13	0	37	0	0	0	0	0
13712	50	1	0	3	46	46	0	0	0
13719	50	0	0	50	0	0	0	0	0
1372	50	2	0	2	46	46	0	0	0
13720	50	1	0	4	45	45	0	0	0
13722	50	1	0	2	47	47	0	0	0
13723	50	3	0	3	44	44	0	0	0
13727	50	2	48	0	0	0	0	0	0
13730	50	1	0	2	47	46	0	0	1
13734	50	9	41	0	0	0	0	0	0
13737	50	1	0	1	48	47	0	0	1
1374	50	0	0	2	48	7	22	18	1
13741	50	10	0	6	34	33	0	0	1
13743	50	23	27	0	0	0	0	0	0
13744	50	1	0	2	47	45	0	0	2
13748	50	5	0	6	39	38	0	0	1
13749	50	13	0	3	34	34	0	0	0
1375	50	1	0	2	47	47	0	0	0
13750	50	0	0	2	48	48	0	0	0
13751	50	3	0	47	0	0	0	0	0
13752	50	4	0	1	45	44	0	0	1
13753	50	50	0	0	0	0	0	0	0
13755	50	0	0	0	50	50	0	0	0
13756	50	3	0	7	40	40	0	0	0
13757	50	0	0	0	50	50	0	0	0
13759	50	0	0	2	48	0	0	0	48
13765	50	1	0	4	45	45	0	0	0
13769	50	3	0	2	45	41	0	0	4
13772	50	0	0	2	48	19	8	21	0
13774	50	1	0	2	47	47	0	0	0
13778	50	1	0	49	0	0	0	0	0
13779	50	0	0	2	48	47	0	0	1
13780	50	5	0	3	42	42	0	0	0
13782	50	13	0	5	32	30	0	2	0
13783	50	0	0	0	50	50	0	0	0
13786	50	50	0	0	0	0	0	0	0
1379	50	5	0	4	41	41	0	0	0
13790	50	3	0	4	43	0	42	1	0
13792	50	3	0	4	43	41	0	0	2
13797	50	6	0	2	42	42	0	0	0
138	50	1	0	3	46	45	0	0	1
13800	50	0	0	0	50	50	0	0	0
13801	50	50	0	0	0	0	0	0	0
13807	50	0	0	2	48	48	0	0	0
13815	50	2	0	48	0	0	0	0	0
13820	50	4	0	46	0	0	0	0	0
13822	50	7	0	1	42	40	0	0	2
13824	50	50	0	0	0	0	0	0	0
1383	50	2	0	2	46	45	0	0	1
13830	50	0	0	1	49	47	0	0	2
13833	50	1	0	0	49	46	0	0	3
13841	50	0	0	2	48	46	0	0	2
13845	50	4	0	2	44	40	0	0	4
13848	50	1	18	1	30	2	0	28	0
13849	50	3	44	0	3	0	0	3	0
13850	50	50	0	0	0	0	0	0	0
13852	50	0	0	2	48	47	0	0	1
13854	50	50	0	0	0	0	0	0	0
13863	50	10	40	0	0	0	0	0	0
13865	50	4	0	1	45	45	0	0	0
13866	50	0	1	0	49	49	0	0	0
13867	50	1	0	0	49	49	0	0	0
13877	50	3	0	4	43	43	0	0	0
13879	50	3	0	1	46	46	0	0	0
13881	50	50	0	0	0	0	0	0	0
13887	50	0	0	1	49	49	0	0	0
13889	50	50	0	0	0	0	0	0	0
1389	50	3	0	1	46	0	46	0	0
13891	50	50	0	0	0	0	0	0	0
13894	50	0	0	2	48	48	0	0	0
13895	50	11	0	6	33	33	0	0	0
13898	50	50	0	0	0	0	0	0	0
13900	50	3	0	3	44	44	0	0	0
13901	50	3	0	11	36	36	0	0	0
13907	50	3	0	3	44	44	0	0	0
13920	50	0	0	2	48	47	0	0	1
13926	50	1	0	49	0	0	0	0	0
13927	50	9	40	0	1	0	1	0	0
13931	50	0	0	1	49	49	0	0	0
13932	50	50	0	0	0	0	0	0	0
13936	50	1	0	2	47	47	0	0	0
13942	50	1	0	2	47	47	0	0	0
13944	50	6	1	5	38	38	0	0	0
13949	50	2	0	2	46	46	0	0	0
13954	50	6	0	4	40	40	0	0	0
13955	50	2	0	3	45	45	0	0	0
13958	50	50	0	0	0	0	0	0	0
13966	50	50	0	0	0	0	0	0	0
13972	50	7	0	4	39	38	0	0	1
13974	50	6	0	1	43	43	0	0	0
1398	50	6	0	1	43	42	0	0	1
13994	50	4	46	0	0	0	0	0	0
13996	50	7	0	3	40	39	0	0	1
140	50	4	0	1	45	45	0	0	0
14000	50	0	0	1	49	49	0	0	0
14003	50	0	0	50	0	0	0	0	0
14009	50	2	0	3	45	42	0	0	3
1401	50	50	0	0	0	0	0	0	0
14013	50	6	44	0	0	0	0	0	0
14015	50	2	48	0	0	0	0	0	0
14016	50	2	0	1	47	47	0	0	0
14022	50	50	0	0	0	0	0	0	0
14023	50	0	0	1	49	48	0	0	1
14024	50	0	0	0	50	50	0	0	0
14025	50	3	0	7	40	40	0	0	0
14031	50	50	0	0	0	0	0	0	0
14033	50	7	0	6	37	37	0	0	0
14041	50	0	0	4	46	46	0	0	0
14042	50	4	0	2	44	44	0	0	0
14043	50	50	0	0	0	0	0	0	0
14047	50	2	0	4	44	44	0	0	0
14051	50	50	0	0	0	0	0	0	0
14053	50	5	0	5	40	39	0	0	1
14056	50	0	0	0	50	48	0	0	2
14059	50	0	0	2	48	47	0	0	1
1406	50	2	0	2	46	46	0	0	0
14064	50	50	0	0	0	0	0	0	0
14071	50	50	0	0	0	0	0	0	0
14074	50	3	0	3	44	41	0	0	3
14079	50	0	0	1	49	49	0	0	0
14081	50	1	0	2	47	47	0	0	0
14083	50	3	0	2	45	41	0	0	4
14087	50	6	0	4	40	40	0	0	0
14090	50	1	0	1	48	46	0	0	2
14092	50	50	0	0	0	0	0	0	0
14094	50	7	38	0	5	0	0	5	0
14099	50	50	0	0	0	0	0	0	0
14109	50	4	0	2	44	44	0	0	0
14111	50	1	0	0	49	48	0	0	1
14114	50	0	0	1	49	49	0	0	0
14119	50	0	0	2	48	48	0	0	0
14121	50	2	0	2	46	46	0	0	0
14122	50	1	0	2	47	47	0	0	0
14130	50	9	0	3	38	36	0	0	2
14135	50	6	0	5	39	38	0	0	1
14138	50	2	0	2	46	45	0	0	1
14139	50	5	0	0	45	43	0	0	2
1414	50	50	0	0	0	0	0	0	0
14144	50	4	0	6	40	37	0	3	0
1415	50	0	0	50	0	0	0	0	0
14154	50	50	0	0	0	0	0	0	0
14157	50	13	2	2	33	0	27	6	0
14159	50	14	0	6	30	29	0	0	1
1416	50	2	0	1	47	46	0	0	1
14163	50	50	0	0	0	0	0	0	0
14166	50	0	0	0	50	50	0	0	0
14170	50	0	0	2	48	47	0	0	1
14178	50	50	0	0	0	0	0	0	0
14179	50	4	0	46	0	0	0	0	0
1418	50	6	0	1	43	43	0	0	0
