Locus	Fwc(is)	Fwc(st)	Fwc(it)
6109_50          0.0000        -           -   
6113_72         -0.0016        -           -   
6115_75         -0.0037        -           -   
6129_51         -0.0000        -           -   
6130_65          0.0000        -           -   
6133_76         -0.0000        -           -   
6139_83          0.0000        -           -   
6140_76         -0.0000        -           -   
6149_78          0.0000        -           -   
6152_64         -0.0071        -           -   
6153_34          0.0953        -           -   
6160_91         -0.0040        -           -   
6164_74          0.0000        -           -   
6166_28          0.2822        -           -   
6170_79          0.3948        -           -   
6203_79          0.0655        -           -   
6213_90          0.5353        -           -   
6215_53          0.2047        -           -   
6228_73         -0.0067        -           -   
6232_79          0.2232        -           -   
6240_68         -0.0000        -           -   
6246_78          0.0000        -           -   
6250_37          0.0000        -           -   
6253_75         -0.0000        -           -   
6261_46          0.0542        -           -   
6265_54         -0.0020        -           -   
6272_63          1.0000        -           -   
